Pickup Location,Request to Pickup,Hour of Day,Time of Day,Month of Year
230,466.00000000000006,21,night,9
258,1251.0,7,morning,11
239,395.0,22,night,11
169,302.0,0,night,11
165,170.0,16,afternoon,1
130,305.0,20,night,1
238,253.00000000000003,16,afternoon,2
17,317.0,18,evening,7
148,370.0,2,night,8
140,441.0,9,morning,8
17,498.00000000000006,21,night,2
255,110.0,20,night,7
61,150.0,21,night,5
231,81.0,18,evening,3
148,374.0,0,night,9
208,312.0,9,morning,7
229,62.00000000000001,15,afternoon,5
69,157.0,18,evening,4
244,302.0,18,evening,7
144,198.0,22,night,2
132,1042.0,23,night,7
236,171.0,5,night,5
263,146.0,1,night,5
166,211.0,16,afternoon,10
164,157.0,14,afternoon,8
130,1136.0,17,evening,6
32,224.0,9,morning,7
230,149.0,21,night,12
75,295.0,5,night,2
254,190.0,5,night,3
230,223.0,8,morning,2
230,192.0,12,afternoon,6
42,143.0,1,night,7
223,121.0,7,morning,12
230,215.0,22,night,7
36,70.0,11,morning,2
262,494.00000000000006,21,night,4
10,259.0,11,morning,8
152,483.00000000000006,0,night,2
14,151.0,0,night,7
234,283.0,11,morning,3
230,624.0,21,night,3
17,294.0,22,night,1
254,205.0,15,afternoon,1
69,270.0,0,night,4
130,217.0,18,evening,11
163,363.0,16,afternoon,12
210,132.0,17,evening,3
177,271.0,3,night,6
210,395.0,12,afternoon,5
255,300.0,1,night,6
247,242.00000000000003,16,afternoon,8
141,441.0,15,afternoon,9
114,164.0,1,night,3
37,218.0,2,night,7
259,237.00000000000003,7,morning,3
233,227.0,0,night,9
45,273.0,23,night,7
134,199.0,7,morning,5
79,139.0,20,night,7
144,305.0,17,evening,5
234,403.0,7,morning,1
161,248.00000000000003,23,night,6
246,312.0,13,afternoon,8
140,379.0,19,evening,7
137,277.0,16,afternoon,4
118,537.0,4,night,5
163,191.0,16,afternoon,4
26,355.0,22,night,10
116,398.0,14,afternoon,7
62,153.0,21,night,8
48,320.0,13,afternoon,8
200,219.0,9,morning,11
74,347.0,22,night,3
107,349.0,7,morning,1
33,223.0,11,morning,1
129,219.0,0,night,7
146,206.0,22,night,4
212,270.0,15,afternoon,11
162,608.0,17,evening,3
140,187.0,12,afternoon,7
82,270.0,16,afternoon,12
146,162.0,6,morning,1
163,229.00000000000003,11,morning,11
69,697.0,16,afternoon,5
181,-196.0,5,night,6
166,209.0,14,afternoon,2
262,336.0,5,night,7
205,482.00000000000006,5,night,1
123,113.0,11,morning,3
74,319.0,14,afternoon,7
100,129.0,21,night,2
83,190.0,17,evening,6
107,159.0,20,night,5
209,469.00000000000006,18,evening,4
95,492.00000000000006,7,morning,1
35,277.0,9,morning,3
182,197.0,5,night,1
262,268.0,5,night,1
80,184.0,17,evening,5
188,372.0,8,morning,8
94,461.00000000000006,7,morning,4
234,72.0,13,afternoon,3
124,569.0,7,morning,8
92,171.0,22,night,7
169,463.00000000000006,7,morning,1
244,78.0,13,afternoon,1
162,183.0,8,morning,12
216,450.0,23,night,5
223,210.0,17,evening,10
256,236.00000000000003,13,afternoon,2
71,616.0,23,night,5
14,266.0,20,night,2
48,120.0,9,morning,5
147,605.0,18,evening,4
95,423.0,13,afternoon,11
69,136.0,7,morning,8
76,710.0,14,afternoon,5
81,129.0,17,evening,2
162,346.0,0,night,6
83,127.0,0,night,4
119,170.0,19,evening,12
262,258.0,13,afternoon,8
166,413.0,13,afternoon,2
186,206.0,21,night,4
141,387.0,18,evening,7
42,98.0,11,morning,3
163,359.0,20,night,8
181,145.0,13,afternoon,4
170,931.0,13,afternoon,10
148,131.0,21,night,7
243,208.0,23,night,2
209,137.0,11,morning,11
68,230.00000000000003,13,afternoon,5
262,468.00000000000006,23,night,1
61,225.0,10,morning,4
95,267.0,8,morning,7
262,216.0,21,night,12
130,374.0,7,morning,6
139,353.0,11,morning,8
174,227.0,7,morning,2
246,148.0,17,evening,6
148,229.00000000000003,8,morning,2
4,338.0,0,night,7
249,165.0,12,afternoon,8
68,157.0,16,afternoon,1
130,276.0,8,morning,5
7,352.0,1,night,12
63,550.0,0,night,10
126,390.0,19,evening,7
60,225.0,7,morning,6
65,273.0,5,night,12
148,109.0,13,afternoon,7
262,305.0,8,morning,9
159,192.0,14,afternoon,3
25,539.0,8,morning,10
231,206.0,8,morning,11
95,436.0,22,night,5
22,276.0,15,afternoon,11
140,267.0,21,night,6
230,503.00000000000006,13,afternoon,10
138,351.0,9,morning,9
112,465.00000000000006,6,morning,6
68,225.0,0,night,3
239,175.0,19,evening,12
4,409.0,2,night,4
157,322.0,17,evening,7
235,36.0,17,evening,10
25,320.0,22,night,4
141,318.0,23,night,8
234,168.0,17,evening,3
36,261.0,22,night,7
244,345.0,11,morning,1
72,599.0,3,night,8
134,129.0,19,evening,6
3,389.0,3,night,4
117,621.0,8,morning,3
68,127.0,19,evening,6
234,241.00000000000003,21,night,8
50,303.0,19,evening,7
3,474.00000000000006,20,night,4
164,686.0,10,morning,12
194,319.0,12,afternoon,7
106,201.0,17,evening,3
72,689.0,9,morning,6
132,130.0,5,night,11
69,231.00000000000003,7,morning,5
229,222.0,14,afternoon,2
138,433.0,13,afternoon,8
249,316.0,19,evening,2
25,288.0,1,night,12
215,429.0,12,afternoon,6
137,232.00000000000003,22,night,6
76,840.0,17,evening,3
48,127.0,9,morning,11
249,384.0,19,evening,11
60,264.0,7,morning,7
94,244.00000000000003,18,evening,7
63,132.0,17,evening,3
230,132.0,13,afternoon,8
225,188.0,20,night,6
48,136.0,3,night,3
246,573.0,22,night,3
13,225.0,23,night,7
112,287.0,10,morning,6
218,333.0,9,morning,1
80,534.0,1,night,2
230,128.0,19,evening,3
68,218.0,22,night,7
144,206.0,22,night,1
220,168.0,14,afternoon,1
165,400.0,11,morning,6
198,175.0,2,night,4
144,238.00000000000003,2,night,12
35,542.0,3,night,4
246,517.0,14,afternoon,5
85,122.0,12,afternoon,4
35,726.0,7,morning,2
249,505.00000000000006,9,morning,5
137,225.0,22,night,6
132,465.00000000000006,17,evening,3
228,169.0,16,afternoon,11
161,83.0,16,afternoon,8
14,409.0,6,morning,3
141,143.0,22,night,5
50,386.0,7,morning,10
198,210.0,14,afternoon,3
239,225.0,20,night,1
238,67.0,5,night,1
239,370.0,13,afternoon,10
50,281.0,19,evening,5
230,863.0,22,night,12
17,214.0,14,afternoon,4
71,242.00000000000003,23,night,5
69,335.0,7,morning,3
102,397.0,15,afternoon,11
129,373.0,7,morning,5
188,279.0,11,morning,8
228,363.0,12,afternoon,3
145,430.0,16,afternoon,5
18,537.0,18,evening,12
226,74.0,6,morning,3
228,157.0,11,morning,6
136,334.0,15,afternoon,8
162,225.0,14,afternoon,2
86,371.0,18,evening,11
7,147.0,2,night,7
232,119.0,1,night,5
191,516.0,4,night,3
230,392.0,4,night,3
92,258.0,18,evening,10
75,250.00000000000003,23,night,4
246,527.0,21,night,1
80,224.0,9,morning,1
68,140.0,5,night,3
181,733.0,15,afternoon,2
162,516.0,18,evening,8
107,199.0,17,evening,8
235,453.0,5,night,4
50,181.0,19,evening,3
138,302.0,9,morning,4
47,426.0,16,afternoon,2
132,163.0,12,afternoon,10
77,155.0,16,afternoon,2
231,227.0,23,night,2
166,177.0,1,night,10
75,254.00000000000003,18,evening,4
141,236.00000000000003,18,evening,8
90,84.0,22,night,8
140,521.0,22,night,9
260,353.0,4,night,5
198,225.0,14,afternoon,3
256,227.0,3,night,3
174,214.0,18,evening,9
182,206.0,8,morning,4
87,179.0,23,night,1
69,184.0,19,evening,3
168,172.0,10,morning,3
138,408.0,21,night,9
92,234.00000000000003,1,night,4
243,461.00000000000006,6,morning,3
161,118.0,11,morning,12
228,280.0,17,evening,5
63,271.0,19,evening,12
90,97.0,19,evening,7
89,144.0,13,afternoon,6
21,383.0,4,night,5
77,444.0,5,night,6
231,343.0,20,night,2
37,1462.0,0,night,10
246,372.0,8,morning,5
187,197.0,1,night,9
68,228.0,7,morning,3
43,82.0,13,afternoon,5
256,322.0,14,afternoon,2
50,319.0,10,morning,6
161,342.0,16,afternoon,6
152,384.0,21,night,7
114,197.0,16,afternoon,2
189,277.0,23,night,7
16,160.0,8,morning,3
246,259.0,22,night,1
145,1113.0,17,evening,12
233,622.0,22,night,4
243,283.0,20,night,5
164,223.0,12,afternoon,3
141,186.0,21,night,8
249,337.0,13,afternoon,12
144,424.0,0,night,2
159,299.0,18,evening,4
113,109.0,21,night,7
68,168.0,22,night,6
244,778.0,16,afternoon,9
231,244.00000000000003,22,night,3
210,96.0,5,night,6
164,96.0,2,night,6
142,348.0,23,night,8
236,224.0,12,afternoon,5
164,428.0,0,night,3
42,170.0,18,evening,8
152,294.0,13,afternoon,11
155,181.0,11,morning,10
89,703.0,20,night,10
236,490.00000000000006,10,morning,12
92,304.0,21,night,3
14,-265.0,15,afternoon,5
165,226.0,20,night,1
140,1125.0,17,evening,9
7,327.0,8,morning,6
56,275.0,12,afternoon,6
183,330.0,7,morning,8
211,726.0,17,evening,12
211,329.0,22,night,3
218,1108.0,3,night,1
61,247.00000000000003,10,morning,9
32,285.0,8,morning,8
165,354.0,17,evening,1
170,231.00000000000003,18,evening,1
61,605.0,6,morning,3
108,339.0,22,night,11
263,198.0,20,night,1
163,235.00000000000003,11,morning,7
213,194.0,20,night,2
159,508.00000000000006,4,night,3
140,217.0,8,morning,8
10,172.0,14,afternoon,7
42,221.0,23,night,1
140,387.0,16,afternoon,6
69,240.00000000000003,9,morning,10
126,197.0,12,afternoon,8
14,244.00000000000003,14,afternoon,12
35,234.00000000000003,13,afternoon,5
193,455.0,14,afternoon,4
217,464.00000000000006,19,evening,11
252,159.0,18,evening,5
116,130.0,10,morning,2
102,264.0,10,morning,8
140,203.0,16,afternoon,3
215,387.0,11,morning,8
76,320.0,12,afternoon,5
223,168.0,14,afternoon,3
234,185.0,15,afternoon,6
234,1099.0,3,night,9
138,290.0,7,morning,3
107,143.0,12,afternoon,6
239,499.00000000000006,12,afternoon,2
86,471.00000000000006,19,evening,6
92,255.00000000000003,11,morning,4
92,162.0,18,evening,7
129,346.0,11,morning,6
216,506.00000000000006,20,night,10
114,273.0,21,night,4
227,384.0,19,evening,7
97,494.00000000000006,19,evening,3
19,470.00000000000006,23,night,3
142,260.0,11,morning,2
205,287.0,16,afternoon,7
66,173.0,21,night,7
141,591.0,18,evening,5
107,478.00000000000006,7,morning,5
168,219.0,6,morning,4
137,731.0,0,night,6
231,145.0,22,night,2
233,98.0,19,evening,8
91,179.0,10,morning,7
230,696.0,17,evening,7
231,491.00000000000006,7,morning,12
133,460.00000000000006,23,night,7
161,149.0,14,afternoon,2
259,270.0,18,evening,9
97,199.0,7,morning,2
26,384.0,21,night,9
74,291.0,22,night,7
62,212.0,18,evening,6
254,355.0,11,morning,7
174,219.0,3,night,1
169,250.00000000000003,23,night,11
48,199.0,23,night,5
137,567.0,14,afternoon,12
140,179.0,9,morning,8
231,404.0,10,morning,5
49,274.0,23,night,5
159,293.0,7,morning,5
148,130.0,20,night,1
189,370.0,14,afternoon,6
37,227.0,22,night,10
159,125.0,17,evening,11
259,327.0,2,night,7
74,574.0,15,afternoon,9
238,322.0,6,morning,4
97,518.0,19,evening,6
225,330.0,4,night,2
209,116.0,10,morning,5
231,145.0,9,morning,7
160,315.0,12,afternoon,5
220,160.0,10,morning,8
129,225.0,7,morning,2
87,159.0,15,afternoon,11
107,332.0,23,night,7
161,365.0,21,night,11
130,95.0,8,morning,2
241,280.0,12,afternoon,10
79,128.0,23,night,1
49,840.0,18,evening,3
39,58.00000000000001,8,morning,2
39,294.0,8,morning,3
244,294.0,12,afternoon,2
161,360.0,22,night,2
231,588.0,1,night,2
249,378.0,23,night,2
230,191.0,23,night,6
239,425.0,23,night,5
234,114.0,15,afternoon,7
45,305.0,0,night,7
168,436.0,21,night,9
203,598.0,9,morning,3
152,252.00000000000003,1,night,3
225,512.0,9,morning,5
65,91.0,19,evening,7
232,197.0,0,night,5
213,132.0,14,afternoon,1
186,601.0,8,morning,5
116,293.0,0,night,10
61,-478.00000000000006,10,morning,4
16,113.0,18,evening,7
165,269.0,17,evening,11
200,464.00000000000006,12,afternoon,4
132,909.0,22,night,6
75,124.0,10,morning,1
65,257.0,5,night,5
246,130.0,8,morning,2
167,516.0,7,morning,3
231,206.0,4,night,8
37,207.0,17,evening,10
23,222.0,20,night,6
251,226.0,1,night,6
146,206.0,11,morning,7
23,253.00000000000003,19,evening,7
80,662.0,23,night,8
140,102.0,5,night,4
236,292.0,18,evening,12
241,397.0,21,night,4
213,192.0,18,evening,3
3,201.0,8,morning,8
80,197.0,10,morning,12
35,167.0,16,afternoon,8
39,506.00000000000006,16,afternoon,5
129,253.00000000000003,15,afternoon,7
36,221.0,15,afternoon,5
68,78.0,6,morning,6
62,-193.0,6,morning,6
86,530.0,4,night,9
65,-481.00000000000006,11,morning,9
164,82.0,6,morning,7
259,255.00000000000003,13,afternoon,10
161,196.0,21,night,10
122,287.0,20,night,4
50,298.0,19,evening,1
119,323.0,8,morning,9
188,314.0,17,evening,7
249,170.0,11,morning,3
62,337.0,8,morning,4
107,323.0,0,night,6
257,404.0,12,afternoon,2
140,274.0,19,evening,5
165,131.0,21,night,3
256,205.0,21,night,6
71,189.0,19,evening,8
36,949.0,14,afternoon,5
225,567.0,15,afternoon,6
138,553.0,21,night,9
145,181.0,10,morning,2
78,182.0,21,night,5
181,102.0,15,afternoon,9
13,211.0,14,afternoon,1
89,319.0,12,afternoon,8
23,202.0,7,morning,10
165,314.0,14,afternoon,5
23,241.00000000000003,12,afternoon,1
239,-651.0,8,morning,10
42,216.0,2,night,1
137,224.0,15,afternoon,8
161,174.0,1,night,11
119,358.0,17,evening,5
218,286.0,2,night,2
39,138.0,4,night,2
230,124.0,12,afternoon,6
237,375.0,9,morning,8
79,481.00000000000006,16,afternoon,3
82,279.0,11,morning,10
107,305.0,9,morning,8
210,293.0,13,afternoon,7
221,334.0,0,night,5
188,246.00000000000003,15,afternoon,8
90,584.0,4,night,12
235,335.0,16,afternoon,5
26,129.0,17,evening,8
234,165.0,14,afternoon,5
244,184.0,20,night,2
72,255.00000000000003,20,night,8
138,436.0,8,morning,11
169,282.0,19,evening,5
162,133.0,23,night,1
61,218.0,20,night,8
246,278.0,18,evening,9
16,313.0,13,afternoon,7
236,164.0,18,evening,11
167,445.0,8,morning,8
26,475.00000000000006,23,night,10
130,158.0,11,morning,2
24,230.00000000000003,22,night,7
186,148.0,17,evening,9
112,183.0,18,evening,1
130,57.0,14,afternoon,6
17,179.0,1,night,1
174,159.0,16,afternoon,6
186,199.0,10,morning,2
258,403.0,18,evening,2
78,232.00000000000003,17,evening,1
163,195.0,8,morning,2
230,631.0,23,night,7
249,172.0,8,morning,8
232,477.00000000000006,3,night,2
47,94.0,11,morning,5
185,170.0,5,night,11
138,265.0,15,afternoon,6
142,269.0,16,afternoon,6
236,381.0,7,morning,5
138,356.0,9,morning,1
236,132.0,13,afternoon,2
100,44.0,18,evening,10
130,214.0,22,night,2
241,256.0,5,night,6
38,255.00000000000003,12,afternoon,1
136,280.0,22,night,3
148,264.0,23,night,1
129,344.0,19,evening,2
151,336.0,13,afternoon,6
90,187.0,5,night,8
186,91.0,3,night,11
225,352.0,17,evening,4
223,170.0,14,afternoon,8
173,193.0,8,morning,8
60,267.0,0,night,1
62,619.0,19,evening,6
228,233.00000000000003,14,afternoon,3
35,206.0,8,morning,2
260,210.0,19,evening,1
237,230.00000000000003,12,afternoon,8
221,212.0,22,night,1
236,408.0,23,night,12
166,106.0,16,afternoon,12
97,111.0,1,night,3
229,94.0,11,morning,4
144,644.0,2,night,5
79,709.0,0,night,1
32,139.0,20,night,4
90,155.0,14,afternoon,1
38,201.0,12,afternoon,4
41,361.0,13,afternoon,5
250,238.00000000000003,13,afternoon,10
228,135.0,23,night,2
97,72.0,9,morning,8
82,635.0,19,evening,7
166,505.00000000000006,8,morning,4
249,181.0,20,night,11
64,253.00000000000003,20,night,6
148,539.0,18,evening,5
74,474.00000000000006,1,night,3
155,222.0,15,afternoon,7
246,273.0,18,evening,2
168,394.0,19,evening,10
148,420.0,10,morning,12
42,426.0,0,night,12
48,295.0,17,evening,2
161,66.0,22,night,3
142,263.0,14,afternoon,8
80,207.0,19,evening,9
95,510.00000000000006,23,night,6
190,119.0,19,evening,5
225,294.0,15,afternoon,8
198,367.0,5,night,1
170,797.0,18,evening,4
89,605.0,21,night,12
203,175.0,0,night,9
179,351.0,7,morning,8
234,120.0,21,night,6
261,230.00000000000003,19,evening,10
29,241.00000000000003,19,evening,8
129,239.00000000000003,12,afternoon,3
73,305.0,20,night,10
165,258.0,9,morning,2
223,252.00000000000003,9,morning,5
17,380.0,1,night,10
122,101.0,10,morning,1
125,397.0,21,night,7
169,239.00000000000003,19,evening,6
231,195.0,19,evening,6
181,254.00000000000003,22,night,5
255,91.0,23,night,3
159,273.0,9,morning,1
162,119.0,19,evening,3
140,168.0,15,afternoon,12
42,426.0,13,afternoon,3
248,127.0,5,night,6
188,260.0,10,morning,3
107,342.0,18,evening,2
79,448.0,1,night,1
76,275.0,15,afternoon,5
234,385.0,19,evening,6
65,150.0,2,night,2
145,178.0,13,afternoon,6
230,489.00000000000006,16,afternoon,11
33,130.0,9,morning,1
74,235.00000000000003,2,night,1
259,235.00000000000003,9,morning,5
139,215.0,19,evening,6
263,279.0,5,night,4
7,577.0,16,afternoon,10
256,338.0,22,night,6
155,132.0,9,morning,8
35,281.0,17,evening,6
36,260.0,0,night,8
169,359.0,17,evening,6
114,247.00000000000003,11,morning,5
14,251.00000000000003,21,night,2
147,221.0,9,morning,2
7,230.00000000000003,10,morning,5
82,175.0,21,night,6
168,518.0,16,afternoon,3
50,87.0,20,night,2
36,167.0,16,afternoon,8
138,762.0,21,night,5
234,243.00000000000003,18,evening,2
113,190.0,0,night,4
20,1088.0,21,night,4
79,353.0,23,night,9
26,221.0,13,afternoon,6
63,223.0,6,morning,2
156,169.0,6,morning,10
168,407.0,18,evening,5
255,143.0,13,afternoon,6
10,198.0,13,afternoon,6
68,213.0,15,afternoon,6
28,181.0,22,night,1
259,209.0,23,night,7
90,275.0,17,evening,12
258,161.0,10,morning,9
241,239.00000000000003,16,afternoon,5
76,124.0,9,morning,3
157,275.0,10,morning,2
50,671.0,7,morning,3
112,273.0,15,afternoon,7
48,98.0,10,morning,12
225,328.0,13,afternoon,2
36,171.0,22,night,8
249,117.0,9,morning,1
100,343.0,7,morning,12
153,288.0,0,night,7
148,126.0,12,afternoon,8
138,447.0,19,evening,5
7,155.0,6,morning,8
170,140.0,10,morning,3
97,232.00000000000003,13,afternoon,11
72,409.0,12,afternoon,2
231,262.0,1,night,5
161,212.0,22,night,6
141,339.0,7,morning,3
249,210.0,11,morning,10
255,331.0,21,night,4
47,230.00000000000003,20,night,11
20,274.0,21,night,8
4,218.0,2,night,3
89,155.0,8,morning,8
244,189.0,9,morning,4
262,197.0,7,morning,6
162,338.0,0,night,12
174,230.00000000000003,10,morning,10
112,455.0,0,night,3
246,365.0,19,evening,10
189,160.0,17,evening,5
225,131.0,21,night,7
132,568.0,22,night,5
234,247.00000000000003,17,evening,8
242,326.0,1,night,3
119,1341.0,8,morning,3
228,95.0,15,afternoon,4
238,253.00000000000003,18,evening,7
158,352.0,12,afternoon,2
151,104.0,3,night,8
225,297.0,14,afternoon,4
36,318.0,21,night,4
158,305.0,13,afternoon,4
6,459.00000000000006,16,afternoon,7
208,409.0,6,morning,6
242,130.0,0,night,1
213,155.0,7,morning,2
210,412.0,17,evening,10
4,304.0,7,morning,10
63,351.0,2,night,1
132,392.0,15,afternoon,9
141,197.0,20,night,4
76,292.0,14,afternoon,6
143,823.0,13,afternoon,6
138,366.0,17,evening,1
129,174.0,23,night,6
79,370.0,4,night,5
145,283.0,15,afternoon,11
69,314.0,18,evening,3
100,915.0,9,morning,11
237,331.0,23,night,1
41,240.00000000000003,13,afternoon,4
159,398.0,0,night,4
61,69.0,22,night,2
138,209.0,16,afternoon,8
170,288.0,23,night,5
56,209.0,17,evening,4
156,275.0,15,afternoon,5
145,462.00000000000006,6,morning,5
249,235.00000000000003,7,morning,9
10,182.0,14,afternoon,6
198,230.00000000000003,23,night,4
138,543.0,21,night,9
237,330.0,17,evening,4
69,332.0,15,afternoon,5
229,211.0,19,evening,9
25,178.0,19,evening,5
243,235.00000000000003,11,morning,2
159,335.0,0,night,7
90,89.0,14,afternoon,6
145,447.0,17,evening,8
97,139.0,18,evening,6
226,132.0,20,night,5
42,361.0,11,morning,4
263,842.0,14,afternoon,10
255,255.00000000000003,23,night,1
249,95.0,15,afternoon,3
234,141.0,11,morning,2
66,244.00000000000003,22,night,8
138,188.0,13,afternoon,8
74,117.0,5,night,5
203,187.0,22,night,6
76,198.0,5,night,2
197,356.0,21,night,5
127,182.0,10,morning,4
10,505.00000000000006,20,night,4
255,282.0,6,morning,4
169,172.0,23,night,6
37,397.0,12,afternoon,6
263,120.0,20,night,2
68,540.0,16,afternoon,9
234,134.0,11,morning,3
212,339.0,19,evening,2
47,155.0,14,afternoon,6
201,426.0,19,evening,5
71,176.0,15,afternoon,6
255,192.0,20,night,8
229,304.0,9,morning,9
40,160.0,18,evening,10
82,200.0,6,morning,9
144,173.0,10,morning,11
226,165.0,6,morning,4
137,242.00000000000003,6,morning,8
82,622.0,21,night,11
151,377.0,3,night,3
51,196.0,15,afternoon,11
6,301.0,21,night,5
47,182.0,6,morning,3
166,222.0,8,morning,8
112,242.00000000000003,20,night,1
68,412.0,19,evening,6
152,276.0,22,night,12
255,206.0,22,night,8
161,608.0,22,night,4
69,230.00000000000003,15,afternoon,1
89,462.00000000000006,16,afternoon,7
13,790.0,16,afternoon,5
125,167.0,20,night,5
242,249.00000000000003,21,night,6
41,256.0,9,morning,6
237,131.0,17,evening,4
212,236.00000000000003,22,night,2
97,154.0,19,evening,4
254,264.0,22,night,4
53,117.0,17,evening,3
125,328.0,10,morning,9
174,144.0,14,afternoon,6
89,128.0,1,night,8
26,217.0,11,morning,8
262,1225.0,8,morning,9
233,631.0,17,evening,12
61,289.0,0,night,5
142,367.0,23,night,4
237,422.0,9,morning,6
26,230.00000000000003,7,morning,5
77,180.0,17,evening,6
41,194.0,15,afternoon,7
256,302.0,1,night,8
256,253.00000000000003,1,night,4
146,144.0,1,night,2
163,196.0,17,evening,2
4,364.0,6,morning,12
78,137.0,18,evening,2
90,169.0,19,evening,12
125,225.0,19,evening,8
256,48.0,9,morning,7
17,359.0,8,morning,2
107,238.00000000000003,16,afternoon,6
246,175.0,18,evening,4
172,561.0,8,morning,8
79,139.0,23,night,6
39,803.0,12,afternoon,7
81,498.00000000000006,5,night,2
189,185.0,22,night,6
200,135.0,20,night,3
225,290.0,21,night,8
209,771.0,0,night,6
130,179.0,3,night,11
142,320.0,0,night,2
39,223.0,16,afternoon,1
255,131.0,14,afternoon,9
234,429.0,0,night,7
140,175.0,23,night,10
168,229.00000000000003,4,night,6
92,161.0,15,afternoon,3
247,125.0,14,afternoon,3
36,223.0,0,night,6
170,370.0,16,afternoon,9
259,515.0,8,morning,12
72,144.0,23,night,3
35,218.0,23,night,11
48,154.0,0,night,8
148,345.0,19,evening,9
256,238.00000000000003,8,morning,10
230,236.00000000000003,3,night,6
130,174.0,9,morning,5
